Text,Label,Cluster,Predicted Sentiment,Real Sentiment
fell holdin kales hand todayi hurt foot bruised forehead im klutz,2,Cluster 3,Positive,Neutral
e lol yeah slices cheddar cheese b sleeping,2,Cluster 3,Positive,Positive
sorry sweetpea almost,2,Cluster 3,Positive,Neutral
ugh car got stolen sometime yesterday evening morning husband due go work like afford,2,Cluster 3,Positive,Neutral
intel gfx driver situation much better recent upgrades kernel rc driver git suspend working fewer mem leaks,2,Cluster 3,Positive,Neutral
tis bookcalled love tragedy highly interesting influence classical modern world,2,Cluster 3,Positive,Positive
sweaty tired lap run gon na sun run next year matter,2,Cluster 3,Positive,Neutral
phone stubborn youd think genes something,2,Cluster 3,Positive,Neutral
think hate didnt really want make hard like cake concert,2,Cluster 3,Positive,Positive
got nudged diane,2,Cluster 3,Positive,Neutral
whwha hacky sack plans sans jackie,2,Cluster 3,Positive,Neutral
sorry hear carol,2,Cluster 3,Positive,Neutral
may th,2,Cluster 3,Positive,Neutral
pshh dont,2,Cluster 3,Positive,Neutral
early say running eastern time hope fun auditions canada ftw,2,Cluster 3,Positive,Positive
hello new followers suddenly lot take little time get round,2,Cluster 3,Positive,Neutral
gon na go round dvds sell miss need money,2,Cluster 3,Positive,Neutral
peeps still fun times got ta sleep tho work cool hot chicks none cool missing,2,Cluster 3,Positive,Neutral
ok bedtime bonzo got done math homework brain done day nite nite great day,2,Cluster 3,Positive,Neutral
says good say bad afternoon httpplurkcompwxpdj,2,Cluster 3,Positive,Positive
cower failure mean comply stand instead,2,Cluster 3,Positive,Neutral
think id like phoebes mom friends stop movie sad part,2,Cluster 3,Positive,Positive
wan na go beachbut study,2,Cluster 3,Positive,Neutral
match handball afternoon,2,Cluster 3,Positive,Neutral
walking past school went junior high torn,2,Cluster 3,Positive,Neutral
staying school today,2,Cluster 3,Positive,Neutral
worst depressing day ever rip,2,Cluster 3,Positive,Negative
english exam bleh hate vocab,2,Cluster 3,Positive,Neutral
lettuce spinach best cool weather live floridanot much luck growing,2,Cluster 3,Positive,Positive
ow sunburn hurts,2,Cluster 3,Positive,Negative
home taking nick home little lighter pocket flashed speed camera,2,Cluster 3,Positive,Neutral
dint dump anyone always gets dumped blamed thats dont believe relationships twpp,2,Cluster 3,Positive,Neutral
darn dont guitar tomorrow,2,Cluster 3,Positive,Neutral
never chance sleeping midnight mind tired,2,Cluster 3,Positive,Negative
heartwarming indeed ill looking forward day,2,Cluster 3,Positive,Positive
still totally excited oldest friend twitter luff spencer even though rabies,2,Cluster 3,Positive,Neutral
instant internet marketing empire bonus recoup investment hours less httpmegaredpacketcomaffid,2,Cluster 3,Positive,Neutral
girl talk awesome,2,Cluster 3,Positive,Positive
working logo keep getting click happy photoshop dont stupid stop clickin ps,2,Cluster 3,Positive,Neutral
work tomorrow,2,Cluster 3,Positive,Neutral
loving dreambears britains got talent,2,Cluster 3,Positive,Positive
oh jess hope person ok,2,Cluster 3,Positive,Positive
er yea doubly awesome,2,Cluster 3,Positive,Positive
ouuchh hurt index finger ahhhh,2,Cluster 3,Positive,Neutral
sayid could dead,2,Cluster 3,Positive,Negative
conrad take good photos,2,Cluster 3,Positive,Neutral
academy rector tons tutors looks like way go since good trix draw engines mana accel gone,2,Cluster 3,Positive,Neutral
forecast sf friday may degrees,2,Cluster 3,Positive,Neutral
last days maternity leave,2,Cluster 3,Positive,Neutral
course httpisgdkqsk,2,Cluster 3,Positive,Neutral
novos followers httpmigremesfn sorry account headed suspended due strange activity strange timo,2,Cluster 3,Positive,Negative
oh check stock port marketing unable buy ticon best price,2,Cluster 3,Positive,Neutral
lol oh dnt worry ul able squeeze soon enough hope good day today,2,Cluster 3,Positive,Positive
posting first tweet,2,Cluster 3,Positive,Neutral
ugh looks like youll work good luck,2,Cluster 3,Positive,Positive
sometimes long weekend need good conversation thanks bro,2,Cluster 3,Positive,Neutral
matey,2,Cluster 3,Positive,Neutral
may forth,2,Cluster 3,Positive,Neutral
amazing brand new pari neb broke go figure weekend looks like wont getting another one next week sigh,2,Cluster 3,Positive,Neutral
really awesome love itand work buckhead church love around,2,Cluster 3,Positive,Positive
catching tweets saw acs promo new blog knew immediately would title,2,Cluster 3,Positive,Neutral
wow youre text would get tired,2,Cluster 3,Positive,Positive
would get u u,2,Cluster 3,Positive,Neutral
awww thinking lot glad enjoyed,2,Cluster 3,Positive,Positive
jeans two inches long five inches long holy cow getting shorter,2,Cluster 3,Positive,Neutral
phone works whack well good morning gon na go eat breakfast neil school starts,2,Cluster 3,Positive,Neutral
ur welcomeanytime,2,Cluster 3,Positive,Neutral
switches cellphone huaaaaa cant sleep buzz bebe,2,Cluster 3,Positive,Neutral
class,2,Cluster 3,Positive,Neutral
wondering sanity bit dear,2,Cluster 3,Positive,Neutral
listening nice music think go bed get nice rested ill miss russel brands ponderland,2,Cluster 3,Positive,Neutral
shower back bed sick still,2,Cluster 3,Positive,Neutral
meeting went well last nightthey shot promo air weekend mtv tried hide close think caught,2,Cluster 3,Positive,Neutral
great time family big ups bro n sis law hanging love n peace free,2,Cluster 3,Positive,Positive
grubb sweet friend kevin joining us look girl carrying backpack boulder pad,2,Cluster 3,Positive,Neutral
hear,2,Cluster 3,Positive,Neutral
spend weekendto spend weekendthat hte question mind,2,Cluster 3,Positive,Neutral
augustine yes though coffee whats favorite brand,2,Cluster 3,Positive,Positive
yeayyy good,2,Cluster 3,Positive,Positive
back xmen origins surprisingly good,2,Cluster 3,Positive,Positive
sometimes black girls piss like,2,Cluster 3,Positive,Positive
today work tomorrow,2,Cluster 3,Positive,Neutral
chilling colton redesigned cocktail hacker card backs,2,Cluster 3,Positive,Neutral
matrix online shuts next monthwowi feel kinda sad,2,Cluster 3,Positive,Neutral
lol thats highlight,2,Cluster 3,Positive,Positive
mother drunk grrrreat okay mothers week,2,Cluster 3,Positive,Positive
may telling cos never replies,2,Cluster 3,Positive,Neutral
morningish hows everyone,2,Cluster 3,Positive,Neutral
bennett got ta go drive dad around today ill back afternoon,2,Cluster 3,Positive,Neutral
great mood todayyyyyyyyy super excited game tonight excited one year older tomorrow,2,Cluster 3,Positive,Positive
got film developed asda half gray black box top half,2,Cluster 3,Positive,Neutral
splodge ketchup mine please,2,Cluster 3,Positive,Neutral
ahhhhh fml classic crime sold,2,Cluster 3,Positive,Neutral
around better,2,Cluster 3,Positive,Positive
reading book sunshine goona good day,2,Cluster 3,Positive,Positive
also finally home friends anyone kinda nice sit quiet room wish gf tho,2,Cluster 3,Positive,Neutral
sanctuarysunday awesome news leo awards sanctuary looks like got nomintated bad,2,Cluster 3,Positive,Positive
httptwitpiccomjkc man love shelves way go diy diva,2,Cluster 3,Positive,Neutral
still shout spider,2,Cluster 3,Positive,Neutral
road hours ahead beautiful girl behind,2,Cluster 3,Positive,Neutral
vibe currently downed thing amusing joker shirt looks pokes shirt want peanut butter sandwich,2,Cluster 3,Positive,Neutral
house muses page live httpbitlyegvw,2,Cluster 3,Positive,Neutral
fun facebook,2,Cluster 3,Positive,Positive
aww wish thing,2,Cluster 3,Positive,Positive
yawn ow caught cramp maybe take nap,2,Cluster 3,Positive,Neutral
ive seen enough movies know something terrible happen lol,2,Cluster 3,Positive,Neutral
bawkmarked,2,Cluster 3,Positive,Neutral
download movie jackass httptinyurlcomcaotku cool movie,2,Cluster 3,Positive,Positive
feeling better today still sick,2,Cluster 3,Positive,Positive
oh dont horrible lol better singer even didnt cry dont u think made cry haha,2,Cluster 3,Positive,Positive
wont going oxford internet institute summer doctoral programme brisbane lack funding,2,Cluster 3,Positive,Neutral
math fun oh well get cook soon get home,2,Cluster 3,Positive,Neutral
bye yall wolverine soon ooaf hugh jackman tell ya sctrahc anytime,2,Cluster 3,Positive,Neutral
sad come pooch hall game accepted friend request facebook yet,2,Cluster 3,Positive,Positive
unpacking new toy arrived studio right called tc finalizer cant wait check sounds,2,Cluster 3,Positive,Neutral
writing post new ipod touch,2,Cluster 3,Positive,Neutral
went john grisham instead pleased never suspected thing lol hope tomorrow better day,2,Cluster 3,Positive,Positive
thought saw atrak van turns alcohol team van,2,Cluster 3,Positive,Neutral
mmmm holiday commercials really nice,2,Cluster 3,Positive,Positive
hear ya youll go back work rest,2,Cluster 3,Positive,Neutral
one downside nice weather brings chavs,2,Cluster 3,Positive,Positive
pawing thru elle saw innit,2,Cluster 3,Positive,Neutral
driving past tattered cover wo stopping promising make time next week,2,Cluster 3,Positive,Neutral
hello,2,Cluster 3,Positive,Neutral
fallen love enter shikari might go walk lady later though,2,Cluster 3,Positive,Neutral
finds hardest thing christian put god first life need help,2,Cluster 3,Positive,Neutral
morning,2,Cluster 3,Positive,Neutral
hey guys went jennys house today much fun everyone else u guys doo,2,Cluster 3,Positive,Neutral
twenty minutes call would think person would mention already trouble ticket investigating issue,2,Cluster 3,Positive,Neutral
miss come say bye leave,2,Cluster 3,Positive,Neutral
wonderful talking alarm call iphone bed side alarm call imagine wake messages lol,2,Cluster 3,Positive,Positive
sinus headaches suck big time,2,Cluster 3,Positive,Neutral
tired friendster account,2,Cluster 3,Positive,Negative
eating manderin gone,2,Cluster 3,Positive,Neutral
wan na karaoke insteadi get go work lameness,2,Cluster 3,Positive,Neutral
isnt looking forward going back work days isnt long enough,2,Cluster 3,Positive,Neutral
head starbucks gon na take bus paradise starbucks missed minutes,2,Cluster 3,Positive,Neutral
cant call cause portable sais number excist want much talk,2,Cluster 3,Positive,Neutral
haha love dnt regret tyga randomly deleon sings tifanny blews haha like one line xd,2,Cluster 3,Positive,Positive
totally go amazing hes reason bought tix songs blood bank,2,Cluster 3,Positive,Neutral
halu dinner second time week,2,Cluster 3,Positive,Neutral
sad neighbors cut trees around house looked pretty seemed healthy tragic,2,Cluster 3,Positive,Positive
firefox taking upwards k memory time restart ff,2,Cluster 3,Positive,Neutral
feeling sad dont goodbyez,2,Cluster 3,Positive,Positive
watching two patients die tonight put funk one young,2,Cluster 3,Positive,Neutral
wordsaftersex goodbye innocence,2,Cluster 3,Positive,Positive
bored headache,2,Cluster 3,Positive,Negative
snugglin tila,2,Cluster 3,Positive,Neutral
another one popped human congrats nana wan baby iris cutie,2,Cluster 3,Positive,Neutral
awwww ur already gone,2,Cluster 3,Positive,Neutral
free wifi vacay ruined,2,Cluster 3,Positive,Positive
cleaning room,2,Cluster 3,Positive,Neutral
one experiencing problems logging digital point forums,2,Cluster 3,Positive,Neutral
going somewhat town x visitng uncle boyet famm,2,Cluster 3,Positive,Neutral
head huwwts,2,Cluster 3,Positive,Neutral
hanging kevin tomorrow goes productive,2,Cluster 3,Positive,Neutral
dont feel good throat hurts,2,Cluster 3,Positive,Negative
yeah bit silly points love,2,Cluster 3,Positive,Positive
finally watched rest guild season always feel sorry hopeful time char,2,Cluster 3,Positive,Neutral
feels good,2,Cluster 3,Positive,Positive
every saturday till work sucks friday monday july th either,2,Cluster 3,Positive,Neutral
happened missed hours updates,2,Cluster 3,Positive,Neutral
today soo fun happy bday chrissy,2,Cluster 3,Positive,Positive
thinking cant handle life like anymore almost seems suicides answer unfortunately,2,Cluster 3,Positive,Neutral
went dentist mouth hurts cant eat,2,Cluster 3,Positive,Neutral
wishes hadnt teased movie night,2,Cluster 3,Positive,Positive
ugh days whatever somewhere,2,Cluster 3,Positive,Neutral
kartz ive studying year years school,2,Cluster 3,Positive,Neutral
received phone call new patientsi guess means work tomorrow,2,Cluster 3,Positive,Neutral
packing trip ascari track thank bacardi,2,Cluster 3,Positive,Neutral
beijing good massage sexy girl real photo w beijing hi httptinyurlcomcmr,2,Cluster 3,Positive,Neutral
got case bubblies,2,Cluster 3,Positive,Neutral
lol thats use ipod touch,2,Cluster 3,Positive,Neutral
say isnt,2,Cluster 3,Positive,Neutral
passed last night middle th quarter didnt witness magic lose,2,Cluster 3,Positive,Neutral
lol yes hence wanting watch,2,Cluster 3,Positive,Positive
miss yoooooooou poia,2,Cluster 3,Positive,Neutral
beardburk optimistic,2,Cluster 3,Positive,Positive
ahart ah birmingham remember wrox days,2,Cluster 3,Positive,Neutral
wow kinda bothered jon deposits apparently keeps getting times deposits hard,2,Cluster 3,Positive,Neutral
gon na super long day,2,Cluster 3,Positive,Neutral
good night happy mothers day,2,Cluster 3,Positive,Positive
happy bunny,2,Cluster 3,Positive,Positive
sunday last day apple wont come kick el farolito mission street pm,2,Cluster 3,Positive,Neutral
yay star trek really good happy let got ta see imax,2,Cluster 3,Positive,Positive
still hour home day begun gon na drink lot coffee today,2,Cluster 3,Positive,Neutral
good morning good old germany wan na say hello new york im love really,2,Cluster 3,Positive,Neutral
gon na miss thick blood next friday,2,Cluster 3,Positive,Neutral
dizzy wan na lie die calories arent gon na balk ignore,2,Cluster 3,Positive,Negative
happy early mothers day,2,Cluster 3,Positive,Positive
everyones talking goodies bea wan na,2,Cluster 3,Positive,Neutral
coppinger nope day sleep time ha,2,Cluster 3,Positive,Neutral
yay gon na leave earlier cant wait get back hawthorne,2,Cluster 3,Positive,Neutral
sicky sicky sucks lovely day,2,Cluster 3,Positive,Positive
come back horse riding brilliant day,2,Cluster 3,Positive,Neutral
made breakfast todayhappy mothers day,2,Cluster 3,Positive,Neutral
happy star wars day unbelievable,2,Cluster 3,Positive,Positive
missd otha disney day yesterday,2,Cluster 3,Positive,Neutral
happy mothers day,2,Cluster 3,Positive,Positive
computer alllllllllllllllll day,2,Cluster 3,Positive,Neutral
good morning hope u great day,2,Cluster 3,Positive,Positive
wishes happy mothers day mothers,2,Cluster 3,Positive,Positive
great day beach bbq old friends crazy im old enough old friends learned play texas holdem,2,Cluster 3,Positive,Positive
well almost good day guess retry tomorrow,2,Cluster 3,Positive,Neutral
